GAME_ID,PLAYER_ID_x,PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,GAME_DATE,PLAYER_ID_y,DEF_RATING,SHOT_ZONE_AREA_Center(C),SHOT_ZONE_AREA_Left Side Center(LC),SHOT_ZONE_AREA_Left Side(L),SHOT_ZONE_AREA_Right Side Center(RC),SHOT_ZONE_AREA_Right Side(R),SHOT_DIFFICULTY,DEFENDER_IMPACT
22400101,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.35135135135135137,17,261,1,20241027,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.74,0.21869829012686176
22400589,1626172,Kevon Looney,Restricted Area,Less Than 8 ft.,0.02702702702702703,-13,27,1,20250118,1626172,0.17346938775510345,1.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.004688361831219012
22400084,201939,Stephen Curry,Above the Break 3,24+ ft.,0.3648648648648649,188,197,1,20241025,201939,0.8265306122448983,0.0,0.0,0.0,1.0,0.0,0.7326732673267327,0.3015719801434089
22400072,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.33783783783783783,-201,159,1,20241023,203952,0.6224489795918373,0.0,1.0,0.0,0.0,0.0,0.7474747474747475,0.21028681742967475
22400426,1630541,Moses Moody,Above the Break 3,24+ ft.,0.32432432432432434,210,130,1,20241227,1630541,0.6122448979591848,0.0,0.0,0.0,1.0,0.0,0.7551020408163265,0.1985659128516275
22400492,1630322,Lindy Waters III,Mid-Range,16-24 ft.,0.24324324324324326,-188,9,1,20250105,1630322,0.5204081632653068,0.0,0.0,1.0,0.0,0.0,0.8043478260869565,0.12658576944291247
22400525,203471,Dennis Schröder,Mid-Range,8-16 ft.,0.1891891891891892,9,147,1,20250110,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.8409090909090908,0.1737451737451739
22400628,201939,Stephen Curry,Mid-Range,16-24 ft.,0.2567567567567568,-134,147,1,20250123,201939,0.8265306122448983,0.0,1.0,0.0,0.0,0.0,0.7956989247311828,0.21221731936017663
22400032,1641764,Brandin Podziemski,Above the Break 3,24+ ft.,0.3648648648648649,-157,222,1,20241122,1641764,0.0,0.0,1.0,0.0,0.0,0.0,0.7326732673267327,0.0
22400485,203471,Dennis Schröder,Mid-Range,8-16 ft.,0.12162162162162163,88,46,1,20250104,203471,0.9183673469387763,0.0,0.0,0.0,0.0,1.0,0.891566265060241,0.11169332597904037
22400508,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.0,0,0,1,20250107,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22400188,201939,Stephen Curry,Above the Break 3,24+ ft.,0.35135135135135137,-165,211,1,20241108,201939,0.8265306122448983,0.0,1.0,0.0,0.0,0.0,0.74,0.2904026475455048
22400366,1627780,Gary Payton II,In The Paint (Non-RA),Less Than 8 ft.,0.05405405405405406,45,17,1,20241219,1627780,0.5000000000000018,1.0,0.0,0.0,0.0,0.0,0.9487179487179488,0.027027027027027126
22400589,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.40540540540540543,-186,246,1,20250118,203952,0.6224489795918373,0.0,1.0,0.0,0.0,0.0,0.7115384615384615,0.25234418091560973
22400644,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.35135135135135137,-47,259,1,20250125,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.74,0.3226696083838944
22400032,1641764,Brandin Podziemski,In The Paint (Non-RA),8-16 ft.,0.13513513513513514,29,103,1,20241122,1641764,0.0,1.0,0.0,0.0,0.0,0.0,0.880952380952381,0.0
22400644,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.33783783783783783,26,255,1,20250125,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.7474747474747475,0.21028681742967475
22400027,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.33783783783783783,-31,258,1,20241122,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.7474747474747475,0.31025923883066764
22400467,203952,Andrew Wiggins,Right Corner 3,24+ ft.,0.32432432432432434,233,59,1,20250102,203952,0.6224489795918373,0.0,0.0,0.0,0.0,1.0,0.7551020408163265,0.20187534473248778
22400101,1626172,Kevon Looney,In The Paint (Non-RA),Less Than 8 ft.,0.0945945945945946,65,37,1,20241027,1626172,0.17346938775510345,1.0,0.0,0.0,0.0,0.0,0.9135802469135803,0.016409266409266543
22400058,201939,Stephen Curry,Above the Break 3,24+ ft.,0.33783783783783783,186,176,1,20241203,201939,0.8265306122448983,0.0,0.0,0.0,1.0,0.0,0.7474747474747475,0.2792333149476008
22400284,1627741,Buddy Hield,Above the Break 3,24+ ft.,0.3648648648648649,-119,247,1,20241125,1627741,0.46938775510204067,0.0,1.0,0.0,0.0,0.0,0.7326732673267327,0.17126309983452837
22400492,1627741,Buddy Hield,Left Corner 3,24+ ft.,0.2972972972972973,-227,11,1,20250105,1627741,0.46938775510204067,0.0,0.0,1.0,0.0,0.0,0.7708333333333333,0.13954771097628238
22400303,1630228,Jonathan Kuminga,Restricted Area,Less Than 8 ft.,0.04054054054054054,27,22,1,20241130,1630228,0.31632653061224403,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.012824048538334219
22400589,1627780,Gary Payton II,Restricted Area,Less Than 8 ft.,0.02702702702702703,-26,13,1,20250118,1627780,0.5000000000000018,1.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.013513513513513563
22400144,203110,Draymond Green,Restricted Area,Less Than 8 ft.,0.02702702702702703,21,7,1,20241102,203110,0.5204081632653068,1.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.014065085493656941
22400565,1627741,Buddy Hield,Mid-Range,16-24 ft.,0.28378378378378377,-158,151,1,20250115,1627741,0.46938775510204067,0.0,1.0,0.0,0.0,0.0,0.7789473684210526,0.13320463320463316
22400366,1630228,Jonathan Kuminga,Restricted Area,Less Than 8 ft.,0.0,1,-3,1,20241219,1630228,0.31632653061224403,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22400485,1631218,Trayce Jackson-Davis,In The Paint (Non-RA),Less Than 8 ft.,0.06756756756756757,-6,55,1,20250104,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.9367088607594937,0.04757308328736911
22400644,1641764,Brandin Podziemski,In The Paint (Non-RA),8-16 ft.,0.13513513513513514,-4,102,1,20250125,1641764,0.0,1.0,0.0,0.0,0.0,0.0,0.880952380952381,0.0
22400072,1641764,Brandin Podziemski,Left Corner 3,24+ ft.,0.31081081081081086,-235,10,1,20241023,1641764,0.0,0.0,0.0,1.0,0.0,0.0,0.7628865979381443,0.0
22400032,1630541,Moses Moody,Right Corner 3,24+ ft.,0.31081081081081086,235,32,1,20241122,1630541,0.6122448979591848,0.0,0.0,0.0,0.0,1.0,0.7628865979381443,0.19029233314947638
22400485,203937,Kyle Anderson,Right Corner 3,24+ ft.,0.31081081081081086,228,52,1,20250104,203937,0.3265306122448983,0.0,0.0,0.0,0.0,1.0,0.7628865979381443,0.10148924434638733
22400098,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.33783783783783783,110,226,1,20241027,203471,0.9183673469387763,0.0,0.0,0.0,1.0,0.0,0.7474747474747475,0.31025923883066764
22400485,1630322,Lindy Waters III,Mid-Range,16-24 ft.,0.28378378378378377,210,60,1,20250104,1630322,0.5204081632653068,0.0,0.0,0.0,0.0,1.0,0.7789473684210526,0.14768339768339786
22400098,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.33783783783783783,-85,242,1,20241027,203471,0.9183673469387763,0.0,1.0,0.0,0.0,0.0,0.7474747474747475,0.31025923883066764
22400014,203471,Dennis Schröder,Mid-Range,8-16 ft.,0.14864864864864866,-96,59,1,20241115,203471,0.9183673469387763,0.0,0.0,1.0,0.0,0.0,0.8705882352941177,0.1365140650854938
22400403,1630541,Moses Moody,Above the Break 3,24+ ft.,0.35135135135135137,-60,255,1,20241223,1630541,0.6122448979591848,1.0,0.0,0.0,0.0,0.0,0.74,0.2151130722559298
22400518,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.3783783783783784,165,237,1,20250109,203471,0.9183673469387763,0.0,0.0,0.0,1.0,0.0,0.7254901960784313,0.3474903474903478
22400305,203471,Dennis Schröder,Mid-Range,8-16 ft.,0.17567567567567569,131,1,1,20241201,203471,0.9183673469387763,0.0,0.0,0.0,0.0,1.0,0.8505747126436781,0.1613348041919472
22400485,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.40540540540540543,60,295,1,20250104,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.7115384615384615,0.37231108659680123
22400126,1627741,Buddy Hield,Above the Break 3,24+ ft.,0.35135135135135137,-115,235,1,20241030,1627741,0.46938775510204067,0.0,1.0,0.0,0.0,0.0,0.74,0.16492002206287917
22400299,203937,Kyle Anderson,Right Corner 3,24+ ft.,0.32432432432432434,246,32,1,20241127,203937,0.3265306122448983,0.0,0.0,0.0,0.0,1.0,0.7551020408163265,0.10590182018753459
22400007,1627741,Buddy Hield,Above the Break 3,24+ ft.,0.32432432432432434,195,154,1,20241112,1627741,0.46938775510204067,0.0,0.0,0.0,1.0,0.0,0.7551020408163265,0.15223386651958076
22400604,1630541,Moses Moody,Restricted Area,Less Than 8 ft.,0.02702702702702703,26,10,1,20250120,1630541,0.6122448979591848,1.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.016547159404302292
22400383,201939,Stephen Curry,In The Paint (Non-RA),Less Than 8 ft.,0.06756756756756757,-48,20,1,20241221,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,0.9367088607594937,0.05584666298952016
22400485,203952,Andrew Wiggins,In The Paint (Non-RA),Less Than 8 ft.,0.05405405405405406,9,47,1,20250104,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.9487179487179488,0.03364589078874797
22400155,1630228,Jonathan Kuminga,Restricted Area,Less Than 8 ft.,0.04054054054054054,-31,-2,1,20241104,1630228,0.31632653061224403,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.012824048538334219
22400007,201939,Stephen Curry,Mid-Range,16-24 ft.,0.24324324324324326,-25,183,1,20241112,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,0.8043478260869565,0.20104798676227256
22400446,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.02702702702702703,-26,14,1,20241230,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.019029233314947644
22400151,203471,Dennis Schröder,In The Paint (Non-RA),Less Than 8 ft.,0.06756756756756757,-5,53,1,20241103,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.9367088607594937,0.06205184776613354
22400007,201939,Stephen Curry,In The Paint (Non-RA),Less Than 8 ft.,0.08108108108108109,62,30,1,20241112,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,0.9249999999999999,0.06701599558742419
22400299,1630228,Jonathan Kuminga,In The Paint (Non-RA),Less Than 8 ft.,0.08108108108108109,44,45,1,20241127,1630228,0.31632653061224403,1.0,0.0,0.0,0.0,0.0,0.9249999999999999,0.025648097076668437
22400084,201939,Stephen Curry,Left Corner 3,24+ ft.,0.31081081081081086,-232,-2,1,20241025,201939,0.8265306122448983,0.0,0.0,1.0,0.0,0.0,0.7628865979381443,0.25689464975179277
22400303,201939,Stephen Curry,Restricted Area,Less Than 8 ft.,0.0,0,3,1,20241130,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22400446,203952,Andrew Wiggins,Restricted Area,Less Than 8 ft.,0.02702702702702703,-21,20,1,20241230,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.016822945394373984
22400525,1627741,Buddy Hield,Mid-Range,16-24 ft.,0.21621621621621623,-28,159,1,20250110,1627741,0.46938775510204067,1.0,0.0,0.0,0.0,0.0,0.8222222222222222,0.10148924434638718
22400338,1630228,Jonathan Kuminga,Right Corner 3,24+ ft.,0.31081081081081086,232,49,1,20241206,1630228,0.31632653061224403,0.0,0.0,0.0,0.0,1.0,0.7628865979381443,0.09831770546056234
22400518,1630322,Lindy Waters III,Left Corner 3,24+ ft.,0.32432432432432434,-235,57,1,20250109,1630322,0.5204081632653068,0.0,0.0,1.0,0.0,0.0,0.7551020408163265,0.1687810259238833
22400188,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.04054054054054054,-28,24,1,20241108,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.028543849972421466
22400218,203471,Dennis Schröder,Above the Break 3,24+ ft.,0.35135135135135137,103,247,1,20241113,203471,0.9183673469387763,0.0,0.0,0.0,1.0,0.0,0.74,0.3226696083838944
22400565,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.013513513513513514,-10,14,1,20250115,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.9866666666666666,0.009514616657473822
22400355,1627780,Gary Payton II,In The Paint (Non-RA),Less Than 8 ft.,0.05405405405405406,-36,25,1,20241208,1627780,0.5000000000000018,1.0,0.0,0.0,0.0,0.0,0.9487179487179488,0.027027027027027126
22400628,1630541,Moses Moody,Above the Break 3,24+ ft.,0.35135135135135137,-154,214,1,20250123,1630541,0.6122448979591848,0.0,1.0,0.0,0.0,0.0,0.74,0.2151130722559298
22401204,201939,Stephen Curry,Restricted Area,Less Than 8 ft.,0.013513513513513514,11,4,1,20241211,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,0.9866666666666666,0.011169332597904032
22400604,203952,Andrew Wiggins,Restricted Area,Less Than 8 ft.,0.0,0,0,1,20250120,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22400525,1631218,Trayce Jackson-Davis,In The Paint (Non-RA),Less Than 8 ft.,0.06756756756756757,-48,23,1,20250110,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.9367088607594937,0.04757308328736911
22400604,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.35135135135135137,118,236,1,20250120,203952,0.6224489795918373,0.0,0.0,0.0,1.0,0.0,0.74,0.21869829012686176
22400151,203471,Dennis Schröder,Restricted Area,Less Than 8 ft.,0.04054054054054054,27,17,1,20241103,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.03723110865968012
22400485,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.04054054054054054,-34,13,1,20250104,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.028543849972421466
22400019,203952,Andrew Wiggins,Restricted Area,Less Than 8 ft.,0.013513513513513514,-15,6,1,20241115,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.9866666666666666,0.008411472697186992
22400032,201939,Stephen Curry,In The Paint (Non-RA),8-16 ft.,0.13513513513513514,13,100,1,20241122,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,0.880952380952381,0.11169332597904032
22400101,1627741,Buddy Hield,Above the Break 3,24+ ft.,0.32432432432432434,222,105,1,20241027,1627741,0.46938775510204067,0.0,0.0,0.0,1.0,0.0,0.7551020408163265,0.15223386651958076
22400467,201939,Stephen Curry,Left Corner 3,24+ ft.,0.31081081081081086,-232,57,1,20250102,201939,0.8265306122448983,0.0,0.0,1.0,0.0,0.0,0.7628865979381443,0.25689464975179277
22400258,201939,Stephen Curry,Mid-Range,8-16 ft.,0.16216216216216217,-105,64,1,20241120,201939,0.8265306122448983,0.0,0.0,1.0,0.0,0.0,0.8604651162790696,0.13403199117484837
22400485,203952,Andrew Wiggins,Mid-Range,16-24 ft.,0.2567567567567568,36,190,1,20250104,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.7956989247311828,0.15981798124655286
22400708,201939,Stephen Curry,Above the Break 3,24+ ft.,0.35135135135135137,196,178,1,20250203,201939,0.8265306122448983,0.0,0.0,0.0,1.0,0.0,0.74,0.2904026475455048
22400589,1630322,Lindy Waters III,Above the Break 3,24+ ft.,0.3648648648648649,165,222,1,20250118,1630322,0.5204081632653068,0.0,0.0,0.0,1.0,0.0,0.7326732673267327,0.18987865416436872
22400467,203110,Draymond Green,Above the Break 3,24+ ft.,0.33783783783783783,-188,171,1,20250102,203110,0.5204081632653068,0.0,1.0,0.0,0.0,0.0,0.7474747474747475,0.17581356867071177
22401228,1626172,Kevon Looney,Restricted Area,Less Than 8 ft.,0.04054054054054054,-38,10,1,20241215,1626172,0.17346938775510345,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.007032542746828518
22400550,1631218,Trayce Jackson-Davis,In The Paint (Non-RA),Less Than 8 ft.,0.06756756756756757,42,29,1,20250113,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.9367088607594937,0.04757308328736911
22400158,203471,Dennis Schröder,Restricted Area,Less Than 8 ft.,0.013513513513513514,-10,-8,1,20241104,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.9866666666666666,0.012410369553226707
22400673,203937,Kyle Anderson,Restricted Area,Less Than 8 ft.,0.04054054054054054,-17,34,1,20250129,203937,0.3265306122448983,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.013237727523441824
22400431,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.04054054054054054,33,16,1,20241228,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.028543849972421466
22400644,203952,Andrew Wiggins,Restricted Area,Less Than 8 ft.,0.04054054054054054,20,31,1,20250125,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.961038961038961,0.025234418091560972
22401228,1641764,Brandin Podziemski,Above the Break 3,24+ ft.,0.3648648648648649,-36,272,1,20241215,1641764,0.0,1.0,0.0,0.0,0.0,0.0,0.7326732673267327,0.0
22400058,201939,Stephen Curry,Above the Break 3,24+ ft.,0.3918918918918919,27,293,1,20241203,201939,0.8265306122448983,1.0,0.0,0.0,0.0,0.0,0.7184466019417476,0.32391064533921693
22400431,203110,Draymond Green,Above the Break 3,24+ ft.,0.33783783783783783,18,251,1,20241228,203110,0.5204081632653068,1.0,0.0,0.0,0.0,0.0,0.7474747474747475,0.17581356867071177
22400084,203937,Kyle Anderson,In The Paint (Non-RA),8-16 ft.,0.10810810810810811,9,88,1,20241025,203937,0.3265306122448983,1.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.0353006067291782
22400014,203471,Dennis Schröder,Restricted Area,Less Than 8 ft.,0.013513513513513514,-5,15,1,20241115,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.9866666666666666,0.012410369553226707
22400661,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.3783783783783784,84,274,1,20250128,203952,0.6224489795918373,1.0,0.0,0.0,0.0,0.0,0.7254901960784313,0.23552123552123574
22400058,1630228,Jonathan Kuminga,In The Paint (Non-RA),Less Than 8 ft.,0.0945945945945946,21,77,1,20241203,1630228,0.31632653061224403,1.0,0.0,0.0,0.0,0.0,0.9135802469135803,0.029922779922779842
22400589,201939,Stephen Curry,Above the Break 3,24+ ft.,0.33783783783783783,-124,224,1,20250118,201939,0.8265306122448983,0.0,1.0,0.0,0.0,0.0,0.7474747474747475,0.2792333149476008
22400317,203471,Dennis Schröder,Mid-Range,8-16 ft.,0.20270270270270271,37,147,1,20241202,203471,0.9183673469387763,1.0,0.0,0.0,0.0,0.0,0.8314606741573034,0.18615554329840062
22400172,201939,Stephen Curry,Above the Break 3,24+ ft.,0.3648648648648649,120,247,1,20241106,201939,0.8265306122448983,0.0,0.0,0.0,1.0,0.0,0.7326732673267327,0.3015719801434089
22400338,203937,Kyle Anderson,In The Paint (Non-RA),8-16 ft.,0.10810810810810811,-10,89,1,20241206,203937,0.3265306122448983,1.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.0353006067291782
22400685,1631218,Trayce Jackson-Davis,Restricted Area,Less Than 8 ft.,0.0,0,0,1,20250131,1631218,0.7040816326530628,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22400589,203952,Andrew Wiggins,Above the Break 3,24+ ft.,0.33783783783783783,222,129,1,20250118,203952,0.6224489795918373,0.0,0.0,0.0,1.0,0.0,0.7474747474747475,0.21028681742967475
